sqft,bedrooms,bathrooms,age,floors,lot_size,garage,distance_city,crime_index,school_rating,public_transport,price
1649.0142459033698,1.0,4.0,,2.0,4422.388800443869,0.0,,9.226577300792108,6.997108090823131,1.0,405956.5832677426
1458.5207096486447,4.0,1.0,3.0,2.0,4100.41710007475,2.0,10.898065690918257,5.962164625901185,4.886434069529924,1.0,390702.1626592539
1694.3065614302077,5.0,3.0,22.0,1.0,3074.892648306193,0.0,7.628590232649395,,1.2229405806983351,1.0,419474.3787898986
1956.9089569224075,4.0,4.0,18.0,2.0,3748.975436609683,2.0,19.137817907374327,1.0273098511263057,7.5546938406862845,0.0,508599.3152247271
1429.7539875829991,3.0,1.0,30.0,2.0,2556.3486905613004,0.0,2.146971150751402,7.398950785653104,9.683794104409406,1.0,360115.31304931716
1429.758912915246,5.0,2.0,2.0,1.0,4230.576382737375,0.0,6.145666743929062,6.0845905364472195,5.232116111823944,0.0,381815.755935722
1973.7638446522174,4.0,2.0,27.0,1.0,4346.415300080431,2.0,9.507069892099526,9.437897309374726,4.057917740094378,1.0,456059.36880109325
1730.2304187458726,3.0,4.0,2.0,2.0,2907.0661717536104,1.0,20.81702747730018,6.348089127171197,5.673334837724006,0.0,404740.88180495333
1359.1576842195143,4.0,2.0,13.0,2.0,4445.304127026508,2.0,26.400081594852715,9.93570484503457,7.555934851161933,0.0,318010.33637001587
1662.7680130757894,4.0,1.0,17.0,2.0,3467.892538570822,0.0,24.15626134603858,8.684373446769614,1.0062142703384436,1.0,323255.9116265232
1360.9746921562614,5.0,4.0,26.0,2.0,3395.4375078678177,2.0,6.280347064257391,9.582381422334578,8.984905504586681,0.0,418462.27894892177
1360.281073928923,3.0,2.0,9.0,2.0,3219.7215704824134,0.0,17.396766994791005,3.9489649415653507,8.977265737104897,0.0,327767.4817556482
1572.5886814698101,1.0,2.0,14.0,1.0,4529.300645308968,2.0,1.87065671499593,2.344023952905398,5.871681402478379,0.0,396569.03044595785
926.0159266026607,2.0,3.0,18.0,2.0,2660.92765010493,2.0,10.005566485232974,8.171849024156128,2.1014088955804713,1.0,225652.6394950226
982.5246502460901,5.0,3.0,8.0,1.0,2728.5206195469773,2.0,24.373530050021476,8.075773926722192,7.046252151522591,0.0,275619.5932026733
1331.3137412277083,3.0,4.0,3.0,1.0,3526.2720267431137,1.0,14.243305698556846,2.9030404546500685,2.24061096666982,1.0,338584.09739490267
1196.150663899673,4.0,3.0,14.0,1.0,3553.9342296899736,2.0,5.348298345999202,7.882701887214215,5.567924362894126,0.0,344640.4479359847
1594.2741997785822,3.0,1.0,7.0,1.0,4501.291005305505,2.0,13.718048063161067,6.237760222372655,1.8426697478300529,0.0,356034.8655634203
1227.5927773436367,2.0,2.0,0.0,2.0,3927.08860590031,1.0,6.7429548384046205,1.9857263041150568,6.301588044677512,1.0,347918.570765707
1076.3088895994126,2.0,2.0,6.0,2.0,3928.4587535319265,1.0,12.402552278054921,5.516052378131879,3.862623926061886,0.0,251660.83254867123
1939.6946306764662,1.0,2.0,30.0,2.0,2704.150394826982,0.0,15.147170709687458,9.380242007548107,8.478922732637525,0.0,397532.6336000984
,1.0,4.0,17.0,1.0,3815.7072713774214,0.0,11.137185262819823,5.558117909007059,8.199515135875732,0.0,340104.61962383246
1520.2584614063771,2.0,4.0,11.0,1.0,2073.7091044438894,2.0,28.172099562581966,8.098290905981248,9.986264879269969,1.0,330604.5542687333
1072.575544135963,5.0,3.0,29.0,2.0,,0.0,17.313378629135077,1.260189879777609,3.317528572339283,1.0,281219.38671971316
1336.6851826424452,5.0,2.0,32.0,1.0,4541.833385514447,2.0,25.443887544460004,7.552732715763343,1.5562098350162232,1.0,271284.70050854655
1533.2767769129598,4.0,2.0,6.0,2.0,3376.375775830034,1.0,23.061127864611827,9.521536475237296,4.987029386339604,0.0,364902.04292633006
1154.7019267733092,1.0,2.0,27.0,1.0,4300.2705176711015,1.0,20.17382296876552,5.4957500640364225,1.7506300146991374,1.0,208550.17842559263
1612.7094055037016,4.0,2.0,2.0,1.0,3648.763457357493,2.0,15.409773700774885,4.039389217230278,2.606497435591868,0.0,408161.026467999
1319.8083930243586,1.0,2.0,5.0,1.0,4985.692209561808,0.0,1.0630397296660377,6.819854543982075,6.375701272253972,0.0,341050.1740570686
1412.491875062017,2.0,1.0,30.0,1.0,4182.4109833648545,0.0,18.790560416010432,9.246350935838974,6.329177662098687,0.0,262817.2437783012
1319.488016331181,5.0,2.0,37.0,,3169.0882315255576,0.0,11.322766137072433,2.5909268548000863,1.3899472995672133,1.0,315007.805892628
2055.6834553526814,5.0,1.0,14.0,1.0,4936.77791604118,2.0,4.415102837238245,4.633247890204387,4.9861427627645085,1.0,526533.7922991965
1495.9508325786198,2.0,2.0,6.0,1.0,4661.613787503551,0.0,13.894161644750254,2.4066125288365705,5.771968235805175,1.0,363469.78649674536
1182.68672131323,4.0,,29.0,2.0,3670.285172157722,1.0,22.331046346215835,5.469888089979035,3.4122181403798795,0.0,286151.3026155153
1746.7634736309567,4.0,4.0,26.0,2.0,4396.409885773139,1.0,28.888656046262415,5.8637981172750315,8.848388636879445,1.0,406704.3485608147
1133.7469050086934,3.0,1.0,16.0,1.0,4383.6220069350165,1.0,11.849041842540379,9.497832532494941,2.449887828817797,,240866.4768711601
1562.6590785014266,1.0,2.0,17.0,1.0,3659.5158928305136,1.0,16.738975662444325,4.712636383908647,3.2851162450559297,0.0,308468.233861976
912.0989628360674,4.0,4.0,21.0,2.0,4052.517900121957,1.0,25.686087117543966,6.102609521857285,2.4129497352947773,1.0,221668.7131127021
,2.0,4.0,25.0,1.0,4195.618037882284,1.0,10.68598317855043,8.96736316648737,2.048919704835023,1.0,277612.12025428656
,4.0,2.0,26.0,2.0,3459.492855654368,1.0,5.125460104153646,3.892645001585428,8.910812656064135,1.0,437303.5511989497
,5.0,2.0,39.0,2.0,5077.235570621684,1.0,9.174573105747983,7.067474820708309,3.500732485629837,1.0,425194.97105021984
1551.4104843569912,1.0,4.0,23.0,2.0,2418.229255141926,1.0,27.074562064443253,7.814456639398868,7.502716175210707,1.0,319304.4287347164
1465.305515283528,3.0,2.0,7.0,2.0,4541.552810502055,2.0,,3.974754112183085,4.851841237527248,1.0,402024.9785705705
1409.6688913232133,1.0,3.0,20.0,2.0,3025.3083649965274,2.0,10.547410769196679,2.4790706697758003,6.722861326605251,0.0,339454.1396910022
1056.4434028897717,5.0,2.0,28.0,1.0,3805.174506326238,1.0,14.474569004509878,5.52618587712046,9.353585765549884,0.0,311141.79487563594
1284.0467374815873,5.0,4.0,20.0,1.0,2721.435611061813,1.0,25.56628348123668,4.211215571199714,8.601470803389244,0.0,321947.8772025333
1361.8083687120638,5.0,4.0,,2.0,2944.780372120532,1.0,28.193685225936267,3.398161886129926,1.6208775317821407,1.0,333654.18721148465
1817.1366678656748,5.0,1.0,30.0,1.0,3930.335195865348,0.0,13.34849897936439,9.760791796246945,8.60682281751296,1.0,425111.691020321
1603.0854868705385,2.0,3.0,26.0,2.0,4058.191588032063,2.0,28.026667402251952,5.519377168313799,5.066411637526274,0.0,328326.5939943613
971.0879533911798,3.0,4.0,26.0,1.0,4847.8400262509185,1.0,5.682313750874882,8.708299244590814,4.151311541918968,0.0,302787.5106236281
1597.2251908184385,5.0,3.0,8.0,1.0,3680.7398754678734,2.0,5.548716464994742,2.7578566948902323,7.051491329154656,1.0,
1384.475315875105,5.0,2.0,32.0,1.0,4493.124366062143,1.0,28.528273769409136,9.454984884092175,9.551870857893233,1.0,
1296.9233999082123,4.0,4.0,32.0,1.0,3991.7909407551015,0.0,15.780723872321605,8.149882911121196,1.847219478293237,1.0,295417.712410418
1683.5028866522603,3.0,1.0,25.0,1.0,4462.342580868264,1.0,6.391327225264664,8.27822940570228,7.912693272252152,1.0,408157.76288283296
1809.2998567487853,1.0,4.0,27.0,1.0,3126.4470349611283,2.0,15.151720746691293,4.5078838767633576,2.831572276821599,1.0,403095.145644577
1779.3840357348595,3.0,1.0,30.0,1.0,4071.046241490887,2.0,23.713123505992492,5.370732937699176,4.421225105442989,1.0,378039.482083413
1248.2347430332084,3.0,3.0,0.0,1.0,,2.0,24.980690605982186,6.340188933088121,8.864407146369249,0.0,294456.2574091331
1407.2362872446356,3.0,1.0,19.0,2.0,3602.6958506313663,2.0,26.055108442828026,8.107889825845582,5.9121926561110545,0.0,285517.1390640516
1599.3790294210692,,2.0,11.0,2.0,4304.749380444937,1.0,17.51755618953514,8.641510768543938,1.6071098315538364,1.0,383446.40889525815
1792.6635381367078,5.0,2.0,16.0,1.0,4380.761234188744,0.0,26.14143441666853,1.70240778416741,5.572436951230645,0.0,406998.36165428
1356.247728646413,2.0,2.0,14.0,1.0,3585.735847036491,0.0,15.790876055294385,9.13656148779857,8.106777114772818,0.0,296137.7518977387
1444.3023070008549,1.0,4.0,33.0,1.0,4620.341865405484,1.0,18.60473716934124,9.43746987253835,5.75992528989034,1.0,287892.7675625395
1168.0995077981916,4.0,2.0,15.0,2.0,2157.654419377075,1.0,23.00287426587771,6.33598663921107,2.5020031508114706,0.0,262385.36014625686
1141.1380127757989,3.0,2.0,3.0,1.0,2467.7056992022467,2.0,13.337623488604747,2.6807555192941535,5.0053696755177866,1.0,305462.8873553789
1743.7577467182593,1.0,4.0,7.0,1.0,3172.624655508469,1.0,3.133863127024468,8.365733494331405,9.319108312356844,1.0,442282.7916573338
1906.8720085712469,1.0,3.0,33.0,2.0,4225.079914479147,0.0,11.15482434887323,5.9372885309463905,6.923835910847017,0.0,410637.47601542925
1478.3969635258998,2.0,2.0,24.0,2.0,3396.0234139449576,1.0,19.09438228708285,8.354768083447416,7.568978558577304,0.0,326372.6323823501
1801.0598693676072,4.0,2.0,14.0,2.0,2929.800318636486,1.0,6.577638719544829,8.333273139303849,8.073428567045053,0.0,456155.1751449938
1608.4908075142903,3.0,4.0,27.0,1.0,3929.1363175615015,0.0,5.303175541489561,1.780563841172132,1.8162408177400133,1.0,385678.8788297233
1306.4640736184626,4.0,3.0,8.0,2.0,4080.2967781799593,0.0,9.49933579315169,6.4631928553359765,6.233829033429674,1.0,371179.1110970082
1608.4186816525241,2.0,3.0,1.0,1.0,3490.74638302238,1.0,1.9312324060568193,5.348298693418491,4.383236738667772,1.0,427369.3642486365
1961.410969939791,5.0,3.0,16.0,2.0,3052.421045652259,2.0,22.559264044520674,9.51507522999566,2.252432473048874,1.0,452044.6170921771
1489.2521882670146,1.0,4.0,9.0,1.0,4005.6787201420475,2.0,8.502752463461825,3.669771627328567,2.8243860247362145,0.0,377867.9241302388
1969.3930967442018,3.0,1.0,8.0,1.0,4635.951143180511,2.0,4.602913502461386,2.854000955718325,8.03044426352261,0.0,480751.2888227254
714.0764687730767,5.0,1.0,30.0,1.0,3028.601367794711,,21.274753062939624,9.073781704172392,2.453401947607955,0.0,146298.2479331747
1746.5707513125672,2.0,2.0,1.0,2.0,5264.767735905456,0.0,25.44491236375535,2.338440120100943,3.811767464995474,1.0,345901.91888220725
1526.1141204714513,4.0,2.0,23.0,1.0,3546.6996579357974,2.0,1.576392279991575,7.1786751285201555,3.5638600443677335,1.0,413378.1903920524
1410.2977948602397,1.0,2.0,18.0,1.0,3490.6446345170975,1.0,7.774393351495521,3.7001783245762976,1.4376732752311088,0.0,292198.85636813886
1527.5282329606507,3.0,1.0,16.0,1.0,4107.426233320795,1.0,28.411737421217918,6.110611799477299,5.159426043154227,1.0,296595.78500819526
,5.0,4.0,9.0,2.0,4082.6335790878315,1.0,12.172369942050482,6.54597489557135,7.893368579522878,1.0,313415.4676475805
1434.0984336487463,5.0,2.0,27.0,1.0,2212.8428020719093,0.0,28.219169838076006,4.7563235376217,1.199373694740097,,294724.8006126194
1607.1337714535239,1.0,4.0,37.0,1.0,3913.4656094509164,0.0,8.952163612749644,9.774684822133862,2.012963054319065,0.0,338485.62263392983
1943.3682134224548,4.0,2.0,27.0,1.0,4462.398994987574,2.0,,2.186498512764812,7.481680116378111,1.0,504972.6428628712
1344.5189345179058,2.0,4.0,0.0,1.0,4822.3394246621165,1.0,7.209143940111881,4.5225918013308135,6.342228916056222,1.0,379605.85994386626
1257.4519191320437,4.0,4.0,2.0,2.0,3907.3897314192154,0.0,3.4716311523232095,4.873557941868842,7.437228526438138,0.0,402284.58900854486
1349.472886924639,4.0,1.0,14.0,1.0,3715.127694464012,0.0,26.99653636676464,6.679422540965634,3.0709355938942466,1.0,247724.5411348842
1774.6206353106222,4.0,4.0,9.0,2.0,4579.744874686772,2.0,29.415215656354132,4.665337823750672,8.233919049676643,0.0,429976.57873225206
1598.6253328979053,1.0,3.0,20.0,2.0,5433.416232852885,1.0,28.6807554108775,1.8733241023494691,,0.0,327025.4892158216
1341.0719388698883,1.0,1.0,36.0,1.0,4074.8325767947986,0.0,25.708816054990947,9.526869983627435,6.492717767609714,0.0,229166.84330740827
1653.9802299340067,2.0,2.0,14.0,2.0,3854.0724932303046,0.0,25.559749321878282,4.744711734748171,1.8293807548075263,1.0,311756.77013816684
1529.1232648044122,4.0,1.0,22.0,2.0,5005.490927557486,0.0,20.17147854790064,4.084063544953653,2.8452842502383917,0.0,347591.0540315343
1790.5934971598667,1.0,3.0,13.0,2.0,3096.168369674176,0.0,24.960197646567792,5.020499117566042,7.9602209344927735,0.0,368457.0586937965
1289.3840718367942,2.0,3.0,14.0,1.0,4050.118919582297,1.0,,2.949361139160302,3.0151759706990067,0.0,317747.07226171624
1401.7013560206694,2.0,4.0,9.0,2.0,5926.121460685468,2.0,12.249466281226727,1.9019951620178581,1.832768447693128,0.0,354152.0617326203
1382.3675540603526,4.0,3.0,,2.0,4362.702949585428,1.0,19.58425250554769,2.337206311979763,6.374829540268903,1.0,369090.67425293877
